Column,doid,label,disorder_qid,subclass_of,subclass_of_qid
1255,obo.DOID_13865,facial neuralgia,Q2561844,facial nerve disease,Q18554894
1256,obo.DOID_14075,geniculate ganglionitis,Q5533166,facial nerve disease,Q18554894
1257,obo.DOID_1757,Parry–Romberg syndrome,Q250365,facial nerve disease,Q18554894
1258,obo.DOID_1761,Melkersson-Rosenthal syndrome,Q1919487,facial nerve disease,Q18554894
1259,obo.DOID_4306,radiculopathy,Q175180,polyradiculopathy,Q18556278
1260,obo.DOID_13941,benign paroxysmal positional nystagmus,Q817310,peripheral vertigo,Q18558240
1261,obo.DOID_9848,endolymphatic hydrops,Q9376235,peripheral vertigo,Q18558240
1262,obo.DOID_12357,viral labyrinthitis,Q18554305,labyrinthitis,Q2038371
1263,obo.DOID_13534,purulent labyrinthitis,Q18554539,labyrinthitis,Q2038371
1264,obo.DOID_13867,focal labyrinthitis,Q18554624,labyrinthitis,Q2038371
1265,obo.DOID_14081,toxic labyrinthitis,Q18554678,labyrinthitis,Q2038371
1267,obo.DOID_10435,purulent acute otitis media,Q3887115,suppurative otitis media,Q18554096
1268,obo.DOID_14247,chronic purulent otitis media,Q1088055,suppurative otitis media,Q18554096
1269,obo.DOID_14435,chronic tubotympanic suppurative otitis media,Q18554761,suppurative otitis media,Q18554096
1270,obo.DOID_11181,serous glue ear,Q2058432,non-suppurative otitis media,Q18554024
1271,obo.DOID_3697,acute transudative otitis media,Q18556028,non-suppurative otitis media,Q18554024
1272,obo.DOID_9739,eustachian tube disease,Q18558207,non-suppurative otitis media,Q18554024
1273,obo.DOID_10519,chronic fungal otitis externa,Q18553878,otomycosis,Q560456
1274,obo.DOID_14243,chronic perichondritis of pinna,Q18554716,perichondritis of auricle,Q2070842
1275,obo.DOID_221,acute perichondritis of pinna,Q18555026,perichondritis of auricle,Q2070842
1276,obo.DOID_13474,progressive peripheral pterygium,Q18554523,conjunctival pterygium,Q18966403
1277,obo.DOID_0060447,epithelial basement membrane dystrophy,Q4162388,epithelial and subepithelial dystrophy,Q21154080
1278,obo.DOID_0060449,gelatinous drop-like corneal dystrophy,Q4178686,epithelial and subepithelial dystrophy,Q21154080
1279,obo.DOID_0060450,Lisch epithelial corneal dystrophy,Q4162391,epithelial and subepithelial dystrophy,Q21154080
1280,obo.DOID_0060451,Meesmann corneal dystrophy,Q4162392,epithelial and subepithelial dystrophy,Q21154080
1281,obo.DOID_0060454,subepithelial mucinous corneal dystrophy,Q4445097,epithelial and subepithelial dystrophy,Q21154080
1282,obo.DOID_0070337,Epithelial recurrent erosion dystrophy,Q51728449,epithelial and subepithelial dystrophy,Q21154080
1283,obo.DOID_12318,corneal granular dystrophy,Q5596720,epithelial-stromal TGFBI dystrophy,Q21154081
1284,obo.DOID_0060453,Reis-Bücklers corneal dystrophy,Q4162390,epithelial-stromal TGFBI dystrophy,Q21154081
1285,obo.DOID_0060455,Thiel-Behnke corneal dystrophy,Q4162389,epithelial-stromal TGFBI dystrophy,Q21154081
1286,obo.DOID_8943,lattice corneal dystrophy,Q4394144,epithelial-stromal TGFBI dystrophy,Q21154081
1287,obo.DOID_0060445,congenital stromal corneal dystrophy,Q4127187,stromal dystrophy,Q21154082
1288,obo.DOID_0060448,Fleck corneal dystrophy,Q4237691,stromal dystrophy,Q21154082
1289,obo.DOID_0060452,posterior amorphous corneal dystrophy,Q4183962,stromal dystrophy,Q21154082
1290,obo.DOID_0060456,Schnyder corneal dystrophy,Q4162393,stromal dystrophy,Q21154082
1291,obo.DOID_2565,macular corneal dystrophy,Q4385926,stromal dystrophy,Q21154082
1292,obo.DOID_0060446,X-linked endothelial corneal dystrophy,Q4053279,corneal endothelial dystrophy,Q21154083
1294,obo.DOID_0060649,congenital hereditary endothelial dystrophy of cornea,Q4127191,corneal endothelial dystrophy,Q21154083
1295,obo.DOID_11555,Fuchs' endothelial dystrophy,Q1464888,corneal endothelial dystrophy,Q21154083
1296,obo.DOID_10439,Mooren's ulcer,Q18553863,corneal ulcer,Q1628473
1297,obo.DOID_10440,mycotic corneal ulcer,Q18553864,corneal ulcer,Q1628473
1298,obo.DOID_10441,marginal corneal ulcer,Q18553865,corneal ulcer,Q1628473
1299,obo.DOID_10444,ring corneal ulcer,Q18553867,corneal ulcer,Q1628473
1300,obo.DOID_10445,perforated corneal ulcer,Q18553868,corneal ulcer,Q1628473
1301,obo.DOID_9910,central corneal ulcer,Q18558256,corneal ulcer,Q1628473
1302,obo.DOID_12087,deep corneal vascularisation,Q18554235,corneal neovascularization,Q1266519
1303,obo.DOID_11543,corneal abscess,Q18554102,deep keratitis,Q18558244
1304,obo.DOID_14444,sclerosing keratitis,Q18554762,deep keratitis,Q18558244
1305,obo.DOID_9306,mechanical strabismus,Q18558101,strabismus,Q179951
1307,obo.DOID_10863,paralytic squint,Q18553959,strabismus,Q179951
1308,obo.DOID_1143,exotropia,Q2556242,strabismus,Q179951
1309,obo.DOID_12445,conjugate gaze palsy,Q884023,strabismus,Q179951
1311,obo.DOID_12667,binocular vision disease,Q18554359,strabismus,Q179951
1312,obo.DOID_1942,intermittent squint,Q18554946,strabismus,Q179951
1313,obo.DOID_538,internuclear ophthalmoplegia,Q203696,ophthalmoplegia,Q1723331
1314,obo.DOID_9837,hypertropia,Q17145626,strabismus,Q179951
1315,obo.DOID_9838,cyclotropia,Q17085142,strabismus,Q179951
1316,obo.DOID_9841,hypotropia,Q18558238,strabismus,Q179951
1317,obo.DOID_9843,monofixation syndrome,Q6901575,strabismus,Q179951
1318,obo.DOID_0080264,exudative vitreoretinopathy 7,Q53661599,exudative vitreoretinopathy,Q5432936
1326,obo.DOID_13208,background diabetic retinopathy,Q18554467,diabetic retinopathy,Q631361
1327,obo.DOID_8946,severe nonproliferative diabetic retinopathy,Q18558039,diabetic retinopathy,Q631361
1328,obo.DOID_9191,diabetic macular edema,Q18558081,diabetic retinopathy,Q631361
1329,obo.DOID_7765,Coats disease,Q915322,retinal telangiectasia,Q6725785
1331,obo.DOID_4447,cystoid macular edema,Q18556331,macular retinal edema,Q1813737
1332,obo.DOID_11211,buphthalmos,Q4305015,hydrophthalmos,Q1640324
1333,obo.DOID_1068,juvenile glaucoma,Q3771926,primary open angle glaucoma,Q18553921
1334,obo.DOID_13549,interval angle-closure glaucoma,Q3771929,primary angle-closure glaucoma,Q18554668
1335,obo.DOID_13862,acute closed-angle glaucoma,Q3108581,primary angle-closure glaucoma,Q18554668
1336,obo.DOID_1404,residual stage angle-closure glaucoma,Q18554665,primary angle-closure glaucoma,Q18554668
1337,obo.DOID_14445,chronic closed-angle glaucoma,Q18554763,primary angle-closure glaucoma,Q18554668
1338,obo.DOID_10997,immature cataract,Q18553989,senile cataract,Q18558188
1340,obo.DOID_13717,mature cataract,Q18554584,senile cataract,Q18558188
1341,obo.DOID_13963,nuclear senile cataract,Q18554649,senile cataract,Q18558188
1342,obo.DOID_13964,Morgagni cataract,Q18554650,senile cataract,Q18558188
1345,obo.DOID_0111006,X-linked cone-rod dystrophy 2,Q32145951,cone-rod dystrophy,Q18553315
1346,obo.DOID_0111007,X-linked cone-rod dystrophy 3,Q32145967,cone-rod dystrophy,Q18553315
1351,obo.DOID_0111012,cone-rod dystrophy 7,Q32146040,cone-rod dystrophy,Q18553315
1354,obo.DOID_0111015,Newfoundland cone-rod dystrophy,Q32146085,cone-rod dystrophy,Q18553315
1359,obo.DOID_0111020,cone-rod dystrophy 9,Q32146150,cone-rod dystrophy,Q18553315
1365,obo.DOID_0111026,cone-rod dystrophy 20,Q32146228,cone-rod dystrophy,Q18553315
1366,obo.DOID_0050578,occult macular dystrophy,Q18553320,macular degeneration,Q27429789
1367,obo.DOID_0050661,vitelliform macular dystrophy,Q830265,macular degeneration,Q27429789
1368,obo.DOID_0050662,bestrophinopathy,Q18553385,macular degeneration,Q27429789
1370,obo.DOID_2007,degeneration of macula and posterior pole,Q16678480,macular degeneration,Q27429789
1371,obo.DOID_0060763,X-linked retinoschisis,Q3458131,retinoschisis,Q1049881
1372,obo.DOID_12108,bullous retinoschisis,Q18554239,retinoschisis,Q1049881
1373,obo.DOID_8464,flat retinoschisis,Q18557947,retinoschisis,Q1049881
1374,obo.DOID_0080292,retinitis pigmentosa 81,Q53661791,retinitis pigmentosa,Q847057
1376,obo.DOID_0110352,retinitis pigmentosa 59,Q27677752,retinitis pigmentosa,Q847057
1383,obo.DOID_0110359,retinitis pigmentosa 67,Q27677759,retinitis pigmentosa,Q847057
1384,obo.DOID_0110360,retinitis pigmentosa 39,Q27674948,retinitis pigmentosa,Q847057
1385,obo.DOID_0110361,retinitis pigmentosa 75,Q27674949,retinitis pigmentosa,Q847057
1386,obo.DOID_0110362,retinitis pigmentosa 58,Q27677760,retinitis pigmentosa,Q847057
1388,obo.DOID_0110364,retinitis pigmentosa 54,Q27677761,retinitis pigmentosa,Q847057
1391,obo.DOID_0110367,retinitis pigmentosa 38,Q27677764,retinitis pigmentosa,Q847057
1393,obo.DOID_0110369,retinitis pigmentosa 47,Q27677766,retinitis pigmentosa,Q847057
1394,obo.DOID_0110370,retinitis pigmentosa 55,Q27677767,retinitis pigmentosa,Q847057
1395,obo.DOID_0110371,retinitis pigmentosa 56,Q27677768,retinitis pigmentosa,Q847057
1397,obo.DOID_0110373,retinitis pigmentosa 61,Q27677770,retinitis pigmentosa,Q847057
1398,obo.DOID_0110374,retinitis pigmentosa 68,Q27677771,retinitis pigmentosa,Q847057
1399,obo.DOID_0110375,retinitis pigmentosa 40,Q27677773,retinitis pigmentosa,Q847057
1401,obo.DOID_0110377,retinitis pigmentosa 49,Q27677775,retinitis pigmentosa,Q847057
1402,obo.DOID_0110378,retinitis pigmentosa 29,Q27677776,retinitis pigmentosa,Q847057
1403,obo.DOID_0110379,retinitis pigmentosa 43,Q27677777,retinitis pigmentosa,Q847057
1404,obo.DOID_0110380,retinitis pigmentosa 62,Q27677779,retinitis pigmentosa,Q847057
1406,obo.DOID_0110382,retinitis pigmentosa 48,Q27677781,retinitis pigmentosa,Q847057
1409,obo.DOID_0110385,retinitis pigmentosa 63,Q27677784,retinitis pigmentosa,Q847057
1410,obo.DOID_0110386,retinitis pigmentosa 42,Q27677785,retinitis pigmentosa,Q847057
1413,obo.DOID_0110389,retinitis pigmentosa 73,Q27674955,retinitis pigmentosa,Q847057
1416,obo.DOID_0110392,retinitis pigmentosa 70,Q27677790,retinitis pigmentosa,Q847057
1417,obo.DOID_0110393,retinitis pigmentosa 66,Q27677792,retinitis pigmentosa,Q847057
1418,obo.DOID_0110394,retinitis pigmentosa 44,Q27677793,retinitis pigmentosa,Q847057
1419,obo.DOID_0110395,retinitis pigmentosa 72,Q27674958,retinitis pigmentosa,Q847057
1420,obo.DOID_0110396,retinitis pigmentosa 50,Q27677794,retinitis pigmentosa,Q847057
1422,obo.DOID_0110398,retinitis pigmentosa 51,Q27677796,retinitis pigmentosa,Q847057
1425,obo.DOID_0110401,retinitis pigmentosa 74,Q27674960,retinitis pigmentosa,Q847057
1426,obo.DOID_0110402,retinitis pigmentosa 45,Q27677800,retinitis pigmentosa,Q847057
1430,obo.DOID_0110406,retinitis pigmentosa 30,Q27677804,retinitis pigmentosa,Q847057
1431,obo.DOID_0110407,retinitis pigmentosa 57,Q27677805,retinitis pigmentosa,Q847057
1433,obo.DOID_0110409,retinitis pigmentosa 46,Q27677807,retinitis pigmentosa,Q847057
1434,obo.DOID_0110410,retinitis pigmentosa 69,Q27677808,retinitis pigmentosa,Q847057
1435,obo.DOID_0110411,retinitis pigmentosa 60,Q27677809,retinitis pigmentosa,Q847057
1442,obo.DOID_0110418,retinitis pigmentosa Y-linked,Q27677816,retinitis pigmentosa,Q847057
1443,obo.DOID_0110419,retinitis pigmentosa with or without situs inversus,Q27677817,retinitis pigmentosa,Q847057
1444,obo.DOID_0110420,dominant pericentral pigmentary retinopathy,Q27677818,retinitis pigmentosa,Q847057
1445,obo.DOID_0110421,late-adult onset retinitis pigmentosa,Q27677819,retinitis pigmentosa,Q847057
1446,obo.DOID_0110422,autosomal recessive pericentral pigmentary retinopathy,Q27677820,retinitis pigmentosa,Q847057
1447,obo.DOID_12162,pseudoretinitis pigmentosa,Q18554251,peripheral retinal degeneration,Q18554249
1448,obo.DOID_12163,senile reticular retinal degeneration,Q18554252,peripheral retinal degeneration,Q18554249
1449,obo.DOID_12164,Blessig's cysts,Q18554253,peripheral retinal degeneration,Q18554249
1450,obo.DOID_12165,retinal lattice degeneration,Q17139523,peripheral retinal degeneration,Q18554249
1451,obo.DOID_12166,cobblestone retinal degeneration,Q18554255,peripheral retinal degeneration,Q18554249
1452,obo.DOID_12167,secondary vitreoretinal degeneration,Q18554256,peripheral retinal degeneration,Q18554249
1453,obo.DOID_9811,partial circumpapillary choroid dystrophy,Q18558231,hereditary choroidal atrophy,Q18558224
1454,obo.DOID_9822,partial central choroid dystrophy,Q18558233,hereditary choroidal atrophy,Q18558224
1455,obo.DOID_9842,total circumpapillary dystrophy of choroid,Q18558239,hereditary choroidal atrophy,Q18558224
1456,obo.DOID_12996,acute dacryocystitis,Q18554414,dacryocystitis,Q1157761
1457,obo.DOID_12997,Phlegmonous dacryocystitis,Q18554415,dacryocystitis,Q1157761
1458,obo.DOID_9937,chronic dacryocystitis,Q18558261,dacryocystitis,Q1157761
1459,obo.DOID_11190,pseudomembranous conjunctivitis,Q18554029,acute conjunctivitis,Q18554026
1460,obo.DOID_11197,serous conjunctivitis except viral,Q18554031,acute conjunctivitis,Q18554026
1461,obo.DOID_11213,acute contagious conjunctivitis,Q18573393,acute conjunctivitis,Q18554026
1462,obo.DOID_11219,conjunctival folliculosis,Q18554036,acute conjunctivitis,Q18554026
1463,obo.DOID_11204,allergic conjunctivitis,Q471521,chronic conjunctivitis,Q18555092
1464,obo.DOID_13326,chronic follicular conjunctivitis,Q18554487,chronic conjunctivitis,Q18555092
1465,obo.DOID_13341,parasitic conjunctivitis,Q18554493,chronic conjunctivitis,Q18555092
1466,obo.DOID_2474,vernal conjunctivitis,Q4119259,chronic conjunctivitis,Q18555092
1467,obo.DOID_9512,simple chronic conjunctivitis,Q18558151,chronic conjunctivitis,Q18555092
1469,obo.DOID_9699,ophthalmia neonatorum,Q18558194,bacterial conjunctivitis,Q18558195
1470,obo.DOID_14287,brawny scleritis,Q18554737,anterior scleritis,Q18554603
1471,obo.DOID_10697,chronic endophthalmitis,Q18553920,purulent endophthalmitis,Q18558202
1472,obo.DOID_11752,acute endophthalmitis,Q18554163,purulent endophthalmitis,Q18558202
1473,obo.DOID_13732,panophthalmitis,Q1378675,purulent endophthalmitis,Q18558202
1474,obo.DOID_12574,posterior uveitis,Q18554348,panuveitis,Q18554228
1475,obo.DOID_12029,sympathetic ophthalmia,Q2037487,panuveitis,Q18554228
1476,obo.DOID_1407,anterior uveitis,Q3154357,panuveitis,Q18554228
1481,obo.DOID_0110010,achromatopsia 4,Q27677587,achromatopsia,Q432396
1482,obo.DOID_0050562,West syndrome,Q1041258,infancy electroclinical syndrome,Q18553413
1483,obo.DOID_0060169,benign familial infantile epilepsy,Q4887955,infancy electroclinical syndrome,Q18553413
1486,obo.DOID_14264,benign neonatal seizures,Q15975183,neonatal period electroclinical syndrome,Q18553412
1487,obo.DOID_14777,benign familial neonatal epilepsy,Q4887956,neonatal period electroclinical syndrome,Q18553412
1488,obo.DOID_308,early myoclonic encephalopathy,Q5326887,neonatal period electroclinical syndrome,Q18553412
1489,obo.DOID_0050704,childhood electroclinical syndrome,Q18553414,absence seizure,Q2346980
1490,obo.DOID_0050705,adolescence-adult electroclinical syndrome,Q18553415,absence seizure,Q2346980
1492,obo.DOID_2548,reflex epilepsy,Q2895354,variable age at onset electroclinical syndrome,Q18553416
1500,obo.DOID_0111302,generalized epilepsy with febrile seizures plus,Q16909671,generalized epilepsy with febrile seizures plus,Q16909671
1502,obo.DOID_0060748,familial temporal lobe epilepsy 1,Q28065551,temporal lobe epilepsy,Q616667
1505,obo.DOID_0060751,familial temporal lobe epilepsy 7,Q3589154,temporal lobe epilepsy,Q616667
1506,obo.DOID_0060752,familial temporal lobe epilepsy 5,Q28065555,temporal lobe epilepsy,Q616667
1512,obo.DOID_0090058,torsion dystonia with onset in infancy,Q30988815,generalized dystonia,Q18553505
1513,obo.DOID_0050839,anismus,Q3961657,focal dystonia,Q1428695
1514,obo.DOID_0050840,cervical dystonia,Q6152510,focal dystonia,Q1428695
1515,obo.DOID_0050841,focal hand dystonia,Q1558317,focal dystonia,Q1428695
1516,obo.DOID_0050842,oculogyric crisis,Q4333327,focal dystonia,Q1428695
1517,obo.DOID_0050843,oromandibular dystonia,Q73828,focal dystonia,Q1428695
1518,obo.DOID_0050844,spasmodic dystonia,Q1782574,focal dystonia,Q1428695
1519,obo.DOID_0050845,cranio-facial dystonia,Q18553510,focal dystonia,Q1428695
1520,obo.DOID_0090040,torsion dystonia 7,Q32038795,focal dystonia,Q1428695
1521,obo.DOID_0090051,dystonia 23,Q30989447,focal dystonia,Q1428695
1523,obo.DOID_0090057,X-linked dystonia-parkinsonism,Q3042159,focal dystonia,Q1428695
1524,obo.DOID_529,blepharospasm,Q883863,focal dystonia,Q1428695
1525,obo.DOID_0050846,hemidystonia,Q18553511,multifocal dystonia,Q18553506
1527,obo.DOID_0090055,dystonia 25,Q30989665,multifocal dystonia,Q18553506
1528,obo.DOID_0090050,dystonia 27,Q30989757,segmental dystonia,Q18553507
1530,obo.DOID_0090035,myoclonic dystonia 15,Q32038779,myoclonic dystonia,Q3710440
1531,obo.DOID_0090036,myoclonic dystonia 26,Q30989223,myoclonic dystonia,Q3710440
1537,obo.DOID_0060789,hypomyelinating leukodystrophy 4,Q28065594,hypomyelinating leukodystrophy,Q28065591
1538,obo.DOID_0060790,hypomyelinating leukodystrophy 3,Q28065595,hypomyelinating leukodystrophy,Q28065591
1539,obo.DOID_0060791,hypomyelinating leukodystrophy 9,Q28065596,hypomyelinating leukodystrophy,Q28065591
1542,obo.DOID_0060794,hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism,Q28065599,hypomyelinating leukodystrophy,Q28065591
1543,obo.DOID_0060795,hypomyelinating leukodystrophy 13,Q28065600,hypomyelinating leukodystrophy,Q28065591
1544,obo.DOID_0060796,hypomyelinating leukodystrophy 12,Q28065601,hypomyelinating leukodystrophy,Q28065591
1545,obo.DOID_0060797,hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism,Q28065602,hypomyelinating leukodystrophy,Q28065591
1546,obo.DOID_0060798,hypomyelinating leukodystrophy 6,Q28065603,hypomyelinating leukodystrophy,Q28065591
1547,obo.DOID_0080296,hypomyelinating leukodystrophy 14,Q53661795,hypomyelinating leukodystrophy,Q28065591
1548,obo.DOID_3210,Pelizaeus-Merzbacher disease,Q1876206,hypomyelinating leukodystrophy,Q28065591
1549,obo.DOID_0080316,megalencephalic leukoencephalopathy with subcortical cysts 1,Q55373617,Megalencephalic leukoencephalopathy with subcortical cysts,Q3237080
1552,obo.DOID_0111035,CADASIL 1,Q32146322,CADASIL,Q1022718
1553,obo.DOID_0111036,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2",Q32146338,CADASIL,Q1022718
1554,obo.DOID_1572,normal pressure hydrocephalus,Q1712213,communicating hydrocephalus,Q3791943
1555,obo.DOID_0111218,Friedreich ataxia,Q913856,Friedreich ataxia,Q913856
1569,obo.DOID_0060556,Kufor-Rakeb syndrome,Q6441908,young-onset Parkinson disease,Q32136833
1574,obo.DOID_0050529,adult spinal muscular atrophy,Q18553288,survival motor neuron spinal muscular atrophy,Q50357578
1575,obo.DOID_0050530,intermediate spinal muscular atrophy,Q18553289,survival motor neuron spinal muscular atrophy,Q50357578
1576,obo.DOID_12376,juvenile spinal muscular atrophy,Q18554312,survival motor neuron spinal muscular atrophy,Q50357578
1577,obo.DOID_13137,Werdnig–Hoffmann disease,Q2362826,survival motor neuron spinal muscular atrophy,Q50357578
1580,obo.DOID_0070351,Spinal muscular atrophy with lower extremity predominance,Q7577467,Spinal muscular atrophy with lower extremity predominance,Q7577467
1592,obo.DOID_0080587,congenital myasthenic syndrome 22,Q66804111,congenital myasthenic syndrome,Q3508800
1593,obo.DOID_0110657,congenital myasthenic syndrome 8,Q32139880,congenital myasthenic syndrome,Q3508800
1594,obo.DOID_0110658,congenital myasthenic syndrome 15,Q32139891,congenital myasthenic syndrome,Q3508800
1597,obo.DOID_0110661,congenital myasthenic syndrome 20,Q32139932,congenital myasthenic syndrome,Q3508800
1601,obo.DOID_0110665,congenital myasthenic syndrome 3B,Q32139982,congenital myasthenic syndrome,Q3508800
1606,obo.DOID_0110670,congenital myasthenic syndrome 9,Q32140045,congenital myasthenic syndrome,Q3508800
1607,obo.DOID_0110671,congenital myasthenic syndrome 6,Q32140059,congenital myasthenic syndrome,Q3508800
1609,obo.DOID_0110673,congenital myasthenic syndrome 19,Q32140086,congenital myasthenic syndrome,Q3508800
1612,obo.DOID_0110676,congenital myasthenic syndrome 13,Q32140125,congenital myasthenic syndrome,Q3508800
1613,obo.DOID_0110677,congenital myasthenic syndrome 4B,Q32140138,congenital myasthenic syndrome,Q3508800
1620,obo.DOID_0110148,Charcot-Marie-Tooth disease type 1A,Q9190339,Charcot-Marie-Tooth disease type 1,Q3281253
1630,obo.DOID_0110157,Charcot-Marie-Tooth disease type 2J,Q27164463,Charcot-Marie-Tooth disease type 2,Q3281254
1631,obo.DOID_0110158,Charcot-Marie-Tooth disease type 2I,Q27164464,Charcot-Marie-Tooth disease type 2,Q3281254
1634,obo.DOID_0110161,Charcot-Marie-Tooth disease type 2R,Q27164468,Charcot-Marie-Tooth disease type 2,Q3281254
1635,obo.DOID_0110162,"Charcot-Marie-Tooth disease, axonal type 2W",Q27164469,Charcot-Marie-Tooth disease type 2,Q3281254
1636,obo.DOID_0110163,Charcot-Marie-Tooth disease axonal type 2F,Q27164470,Charcot-Marie-Tooth disease type 2,Q3281254
1641,obo.DOID_0110168,Charcot-Marie-Tooth disease type 2Y,Q27164476,Charcot-Marie-Tooth disease type 2,Q3281254
1644,obo.DOID_0110171,Charcot-Marie-Tooth disease axonal type 2S,Q27164480,Charcot-Marie-Tooth disease type 2,Q3281254
1645,obo.DOID_0110173,Charcot-Marie-Tooth disease axonal type 2U,Q27164482,Charcot-Marie-Tooth disease type 2,Q3281254
1646,obo.DOID_0110174,Charcot-Marie-Tooth disease axonal type 2L,Q27164483,Charcot-Marie-Tooth disease type 2,Q3281254
1647,obo.DOID_0110175,Charcot-Marie-Tooth disease axonal type 20,Q27164484,Charcot-Marie-Tooth disease type 2,Q3281254
1648,obo.DOID_0110176,Charcot-Marie-Tooth disease axonal type 2X,Q27164485,Charcot-Marie-Tooth disease type 2,Q3281254
1649,obo.DOID_0110177,Charcot-Marie-Tooth disease axonal type 2N,Q27164486,Charcot-Marie-Tooth disease type 2,Q3281254
1650,obo.DOID_0110178,Charcot-Marie-Tooth disease axonal type 2V,Q27164487,Charcot-Marie-Tooth disease type 2,Q3281254
1652,obo.DOID_0110180,Charcot-Marie-Tooth disease axonal type 2CC,Q27164490,Charcot-Marie-Tooth disease type 2,Q3281254
1653,obo.DOID_0110181,Charcot-Marie-Tooth disease axonal type 2Z,Q27164491,Charcot-Marie-Tooth disease type 2,Q3281254
1659,obo.DOID_0110184,Charcot-Marie-Tooth disease type 4J,Q27677648,Charcot-Marie-Tooth disease type 4,Q3281259
1661,obo.DOID_0110186,Charcot-Marie-Tooth disease type 4D,Q27677650,Charcot-Marie-Tooth disease type 4,Q3281259
1666,obo.DOID_0110193,Charcot-Marie-Tooth disease type 4F,Q27677655,Charcot-Marie-Tooth disease type 4,Q3281259
1668,obo.DOID_0110195,Charcot-Marie-Tooth disease type 4E,Q27677657,Charcot-Marie-Tooth disease type 4,Q3281259
1670,obo.DOID_0110207,Charcot-Marie-Tooth disease X-linked dominant 6,Q27677671,Charcot-Marie-Tooth disease type X,Q3281260
1671,obo.DOID_0110208,Charcot-Marie-Tooth disease X-linked recessive 2,Q27677672,Charcot-Marie-Tooth disease type X,Q3281260
1672,obo.DOID_0110209,Charcot-Marie-Tooth disease X-linked dominant 1,Q27677673,Charcot-Marie-Tooth disease type X,Q3281260
1673,obo.DOID_0110210,Charcot-Marie-Tooth disease X-linked recessive 5,Q27677674,Charcot-Marie-Tooth disease type X,Q3281260
1674,obo.DOID_0110211,Charcot-Marie-Tooth disease X-linked recessive 3,Q27677675,Charcot-Marie-Tooth disease type X,Q3281260
1675,obo.DOID_0110212,Charcot-Marie-Tooth disease X-linked recessive 4,Q27677676,Charcot-Marie-Tooth disease type X,Q3281260
1677,obo.DOID_0110197,Charcot-Marie-Tooth disease dominant intermediate B,Q27677659,Charcot-Marie-Tooth disease intermediate type,Q18553298
1680,obo.DOID_0110200,Charcot-Marie-Tooth disease dominant intermediate D,Q27677663,Charcot-Marie-Tooth disease intermediate type,Q18553298
1683,obo.DOID_0110203,Charcot-Marie-Tooth disease recessive intermediate D,Q27677666,Charcot-Marie-Tooth disease intermediate type,Q18553298
1684,obo.DOID_0110204,Charcot-Marie-Tooth disease recessive intermediate B,Q27677667,Charcot-Marie-Tooth disease intermediate type,Q18553298
1685,obo.DOID_0110205,Charcot-Marie-Tooth disease dominant intermediate E,Q27677669,Charcot-Marie-Tooth disease intermediate type,Q18553298
1686,obo.DOID_0110206,Charcot-Marie-Tooth disease dominant intermediate F,Q27677670,Charcot-Marie-Tooth disease intermediate type,Q18553298
1687,obo.DOID_12168,ulnar nerve lesion,Q18554257,mononeuritis of upper limb and mononeuritis multiplex,Q18556969
1688,obo.DOID_1835,mononeuritis multiplex,Q18554918,mononeuritis of upper limb and mononeuritis multiplex,Q18556969
1689,obo.DOID_1844,mononeuritis of upper limb,Q18554920,mononeuritis of upper limb and mononeuritis multiplex,Q18556969
1690,obo.DOID_571,median nerve neuropathy,Q18556959,mononeuritis of upper limb and mononeuritis multiplex,Q18556969
1691,obo.DOID_12528,lesion of sciatic nerve,Q18554334,mononeuritis of lower limb,Q18558137
1692,obo.DOID_12524,plantar nerve lesion,Q18554332,mononeuritis of lower limb,Q18558137
1693,obo.DOID_12527,common peroneal nerve lesion,Q18554333,mononeuritis of lower limb,Q18558137
1694,obo.DOID_12529,tibial nerve palsy,Q18554335,mononeuritis of lower limb,Q18558137
1695,obo.DOID_11771,spontaneous ocular nystagmus,Q18554169,pathologic nystagmus,Q18558185
1696,obo.DOID_13174,dissociated nystagmus,Q18554458,pathologic nystagmus,Q18558185
1697,obo.DOID_9649,congenital nystagmus,Q18558184,pathologic nystagmus,Q18558185
1698,obo.DOID_13135,exophthalmic ophthalmoplegia,Q18554445,ophthalmoplegia,Q1723331
1700,obo.DOID_0050864,non-arteritic anterior ischemic optic neuropathy,Q18553521,anterior ischemic optic neuropathy,Q362719
1707,obo.DOID_0111439,optic atrophy 8,Q55345894,optic atrophy,Q18556970
1712,obo.DOID_10337,glaucomatous atrophy of optic disc,Q18553842,optic atrophy,Q18556970
1713,obo.DOID_10627,primary optic atrophy,Q18553905,optic atrophy,Q18556970
1714,obo.DOID_10631,partial optic atrophy,Q18553906,optic atrophy,Q18556970
1715,obo.DOID_10175,Optic papillitis,Q7098800,optic neuritis,Q972514
1716,obo.DOID_1209,nutritional optic neuropathy,Q7830375,optic neuritis,Q972514
1718,obo.DOID_14155,acute retrobulbar neuritis,Q18554699,optic neuritis,Q972514
1719,obo.DOID_14555,Foster-Kennedy syndrome,Q751261,Papilledema,Q953049
1720,obo.DOID_12506,Bell's palsy,Q1135338,facial paralysis,Q7562539
1721,obo.DOID_9849,Meniere's disease,Q460167,endolymphatic hydrops,Q9376235
